ngomgn,ngomongin
ngomogin,ngomongin
ngomong2,ngomong-ngomong
ngomonge,ngomongnya
ngomongin,ngomongin
ngonku,tempatku
ngonoh,begitu
ngonthel,bersepeda
ngontrak,mengontrak
ngopikeun,ngopikan
ngopo,ngapain
ngosek,nanti
ngowes,bersepeda
ngowo,membawa
ngowo2,membawa
ngp,ngapain
ngpain,ngapain
ngpn,ngapain
ngpo,ngapain
ngra,mengira
ngrakit,merakit
ngrasake,merasakan
ngrasakno,merasakan
ngrayain,merayakan
ngrebut,merebut
ngrokok,merokok
ngrsain,merasakan
ngrti,mengerti
ngrusak,merusak
ngsh,ngasih
ngsih,ngasih
ngubah,mengubah
ngubengi,mengitari
ngucapin,mengucapkan
nguidam,ngidam
ngulang,mengulang
nguliah,kuliah
ngumbar,mengumbar
ngumpet,bersembunyi
ngunu,begitu
ngupi,ngopi
ngupi2,ngopi-ngopi
ngurangin,mengurangi
nguras,menguras
ngurusin,mengurusi
ngurusinya,mengurusinya
ngurusinyo,mengurusinya
ngusul,usul
ngusulin,mengusulkan
ngutang,hutang
ngutangi,menghutangi
nguyu,tertawa
nguyuh,kencing
nie,ini
night,malam
nipuin,menipu
nisan,nissan
njih,iya
njupuk,mengambil
nlp,menelpon
nlpn,menelpon
nma,nama
nmanya,namanya
nmax,namanya
nmna,namanya
nmnya,namanya
nmor,nomor
nmpak,tampak
nmpk,tampak
nmr,nomor
nmrnya,nomornya
nmun,namun
nnggu,menunggu
nngguin,tungguin
nngis,nenagis
nnt,nanti
nnton,nonton
nntonnya,nontonnya
no,nomor
nolak,menolak
nolong,menolong
nolongin,menolong
nomer,nomor
nomere,nomornya
nontonya,nontonnya
nope,nomor HP
nothing,tidak ada
notif,pemberitahuan
notifnya,pemberitahuannya
nov,november
now,sekarang
npa,kenapa
ntar,nanti
nti,nanti
ntinya,nantinya
ntip,nitip
ntn,nonton
nton,nonton
ntr,nanti
number,nomor
numpak,naik
nungu,nunggu
nyampe,sampai
nyelengi,menabung
nyelesein,menyelesaikan
nyembuhin,menyembuhkan
nyempetin,menyempatkan
nyenengin,menyenangkan
nyengol,menyenggol
nyepedah,bersepeda
nyesek,bikin sesak
nyesel,menyesal
nynyi,menyanyi
nyokap,ibu
nyolong,mencuri
nyopet,mencopet
nyupir,menyopir
nyupire,menyopir
nyupiri,menyopir
nyuri,mencuri
og,kok
oia,oh iya
ole-ole,oleh-oleh
ole2,oleh-oleh
oleh2,oleh-oleh
omaigat,Ya Tuhan
omaigot,Ya Tuhan
omdo,omong doang
omg,Ya Tuhan
ono,ada
opo,apa
opr,operator
oprtr,operator
optional,pilihan
options,pilihan
ora,tidak
org,orang
org2,orang-orang
orgalay,orang alay
orgil,orang gila
orgnya,orangnya
orgtua,orangtua
ori,original
orng,orang
orng2,orang-orang
orngny,orangnya
other,lainnya
others,lainnya
otmatis,otomatis
otw,lagi di jalan
,
pa2,apa-apa
pabrkan,pabrikan
pacal,pacar
pacalku,pacarku
pager,pagar
pailit,pelit
pakaianya,pakaiannya
pake,pakai
pakein,pakaikan
pakek,pakai
panasnye,panasnya
pancen,memang
pangil,panggil
pangilan,panggilan
pantes,pantas
parent,orangtua
parents,orangtua
party,pesta
pcar,pacar
pcaran,pacaran
pcarku,pacarku
pcr,[acar
pcran,pacaran
pcrmu,pacarmu
pcrn,pacaran
pcrnya,pacarnya
pcrx,pacarnya
pda,pada
pdahal,padahal
pdhal,padahal
pdhalkan,padahalkan
pdhl,padahal
peace,damai
pedes,pedas
pegel,pegal
pegi,pergi
pekerjan,pekerjaan
pelangan,pelanggan
pelastik,plastik
pelayananya,pelayanannya
pelis,*memohon
pelkunya,pelakunya
pemainya,pemainnya
pemakaianya,pemakaiannya
pembayaranya,pembayarannya
pembelan,pembelaan
pembelanjan,pembelanjaan
pembicaran,pembicaraan
pembicraan,pembicaraan
pembicran,pembicaraan
pemkot,pemerintah kota
pemotor,pemakai motor
pemprov,pemerintah provinsi
pencetane,pencetannya
pencinta,pecinta
pencitran,pencitraan
penderitan,penderitaan
pendiem,pendiam
pengantian,penggantian
pengen,ingin
pengerjan,pengerjaan
pengerjanya,pengerjaannya
penghargan,penghargaan
pengila,penggila
penginapa,penginapan
penginepan,penginapan
pengmuman,pengumuman
penguna,pengguna
pengunan,penggunaan
perasan,perasaan
perasanku,perasaanku
perasanmu,perasaanmu
perduli,peduli
perjlanan,perjalanan
perkiran,perkiraan
perkoro,perkara
perktaan,perkataan
perktan,perkataan
permaenan,permainan
permasalahanya,permasalahannya
pertanyanya,pertanyaannya
pertanyanye,pertanyaannya
pesen,pesan
pesenan,pesanan
pesenanku,pesananku
pg,pagi
pgang,pegang
pgar,pagar
pgen,ingin
pggl,panggil
pgguna,pengguna
pgi,pagi
pgi2,pagi-pagi
pgl,panggil
pgn,ingin
pgnnya,inginnya
pguna,pengguna
phk,pihak
photo,foto
picnic,piknik
picnya,gambarnya
pics,gambar
picture,gambar
pijet,pijat
pijete,pijatnya
pilgub,pemilihan gubernur
pingin,ingin
pinjem,pinjam
pinjeman,pinjaman
pinjemin,pinjamkan
pinten,berapa
pinter,pintar
piro,berapa
pis,damai
pisan,sekali
piscok,pisang cokelat
piye,bagaimana
pk,pakai
pkai,pakai
pke,pakai
pkek,pakai
pkeknyo,pakainya
pkerjaan,pekerjaan
pkerjan,pekerjaan
pket,paket
pkok,pokok
pkoke,pokoknya
pkoknya,pokoknya
pkt,paket
place,tempat
please,*memohon
plen,teman
plend,teman
plg,pulang
plh,pilih
plih,pilih
plihan,pilihan
plihanmu,pilihanmu
plihannya,pilihannya
plihanya,pilihannya
plis,*memohon
pljar,pelajar
plng,pulang
plnggan,pelanggan
pls,pulsa
plsa,pulsa
pmain,pemain
pmbelian,pembelian
pmbngn,pembangunan
pmbngnn,pembangunan
pmbyran,pembayaran
pmenang,pemenang
pmeran,pameran
pnasx,panasnya
pndah,pindah
pndahkn,pindahkan
pndai,pandai
pndeta,pendeta
pndh,pindah
pndhkan,pindahkan
pndk,pendek
pndngn,pandangan
pndok,pondok
pnempatan,penempatan
png,ingin
pngaduan,pengaduan
pngamatan,pengamatan
pngandaran,pangandaran
pngantin,pengantin
pngawas,pengawas
pngecekan,pengecekan
pngeckn,pengecekan
pngemar,penggemar
pngemudi,pengemudi
pngen,ingin
pnggemar,penggemar
pnggil,panggil
pnggila,panggilan
pnggiln,panggilan
pnggiran,pinggiran
pnggl,panggil
pngguna,pengguna
pngil,panggil
pngila,panggilan
pngiln,penggilan
pngiran,pinggiran
pngkal,pangkal
pngkatan,pangkatan
pngl,panggil
pngn,ingin
pngnnya,inginnya
pngnya,inginnya
pngthan,pengetahuan
pnguna,pengguna
pngunjungna,pengunjungnya
pngusaha,pengusaha
pnh,pernah
pnjam,pinjam
pnjang,panjang
pnjem,pinjam
pnngkatan,peningkatan
pnter,pintar
pntes,pantas
pntg,penting
pnting,penting
pntng,penting
pntu,pintu
pnuh,penuh
pnumpang,penumpang
pnungang,penunggang
pny,punya
pnya,punya
pokoke,pokoknya
pokokmen,pokoknya
pokokna,pokoknya
pokokny,pokoknya
pokoknyah,pokoknya
pokoknye,pokoknya
ponakan2,ponakan-ponakan
posisix,posisinya
position,posisi
